observation_date,Labor_Rate_Names,Labor_Rate_Values,State,DISCWORK,ALLMARGAT,CIVLF,EMPLOY,INVOLPTEMP,UNEMPLOY,UNEMP15,JOBLOS
01-04-2004,UNEMPLOY_Rate,4.883578431,Florida,27500,74300,8160000,7761500,265300,398500,144900,202100
01-04-2004,JOBLOS_Rate,2.476715686,Florida,27500,74300,8160000,7761500,265300,398500,144900,202100
01-07-2004,ALLMARGAT_Rate,0.927203622,Florida,26700,76600,8261400,7876300,256000,385200,138300,198200
01-07-2004,EMPLOY_Rate,95.338562471,Florida,26700,76600,8261400,7876300,256000,385200,138300,198200
01-07-2004,INVOLPTEMP_Rate,3.098748396,Florida,26700,76600,8261400,7876300,256000,385200,138300,198200
01-07-2004,UNEMP15_Rate,1.674050403,Florida,26700,76600,8261400,7876300,256000,385200,138300,198200
01-07-2004,UNEMPLOY_Rate,4.662647977,Florida,26700,76600,8261400,7876300,256000,385200,138300,198200
01-07-2004,JOBLOS_Rate,2.399109110,Florida,26700,76600,8261400,7876300,256000,385200,138300,198200
01-10-2004,ALLMARGAT_Rate,0.980263550,Florida,27200,82200,8385500,7997000,231100,388600,138000,197100
01-10-2004,EMPLOY_Rate,95.367002564,Florida,27200,82200,8385500,7997000,231100,388600,138000,197100
01-10-2004,INVOLPTEMP_Rate,2.755947767,Florida,27200,82200,8385500,7997000,231100,388600,138000,197100
01-10-2004,UNEMP15_Rate,1.645697931,Florida,27200,82200,8385500,7997000,231100,388600,138000,197100
01-10-2004,UNEMPLOY_Rate,4.634189971,Florida,27200,82200,8385500,7997000,231100,388600,138000,197100
01-10-2004,JOBLOS_Rate,2.350485958,Florida,27200,82200,8385500,7997000,231100,388600,138000,197100
01-01-2005,ALLMARGAT_Rate,0.989689259,Florida,26700,83700,8457200,8076800,224800,380500,131700,189700
01-01-2005,EMPLOY_Rate,95.502057419,Florida,26700,83700,8457200,8076800,224800,380500,131700,189700
01-01-2005,INVOLPTEMP_Rate,2.658090148,Florida,26700,83700,8457200,8076800,224800,380500,131700,189700
01-01-2005,UNEMP15_Rate,1.557252992,Florida,26700,83700,8457200,8076800,224800,380500,131700,189700
01-01-2005,UNEMPLOY_Rate,4.499125006,Florida,26700,83700,8457200,8076800,224800,380500,131700,189700
01-01-2005,JOBLOS_Rate,2.243059169,Florida,26700,83700,8457200,8076800,224800,380500,131700,189700
01-04-2005,ALLMARGAT_Rate,0.989254847,Florida,24700,84700,8562000,8201600,224900,360400,125000,175400
01-04-2005,EMPLOY_Rate,95.790703107,Florida,24700,84700,8562000,8201600,224900,360400,125000,175400
01-04-2005,INVOLPTEMP_Rate,2.626722728,Florida,24700,84700,8562000,8201600,224900,360400,125000,175400
01-04-2005,UNEMP15_Rate,1.459939267,Florida,24700,84700,8562000,8201600,224900,360400,125000,175400
01-04-2005,UNEMPLOY_Rate,4.209296893,Florida,24700,84700,8562000,8201600,224900,360400,125000,175400
01-04-2005,JOBLOS_Rate,2.048586779,Florida,24700,84700,8562000,8201600,224900,360400,125000,175400
01-07-2005,ALLMARGAT_Rate,0.979281321,Florida,24900,84700,8649200,8314200,226100,335000,109600,156500
01-07-2005,EMPLOY_Rate,96.126809416,Florida,24900,84700,8649200,8314200,226100,335000,109600,156500
01-07-2005,INVOLPTEMP_Rate,2.614114600,Florida,24900,84700,8649200,8314200,226100,335000,109600,156500
01-07-2005,UNEMP15_Rate,1.267169218,Florida,24900,84700,8649200,8314200,226100,335000,109600,156500
01-07-2005,UNEMPLOY_Rate,3.873190584,Florida,24900,84700,8649200,8314200,226100,335000,109600,156500
01-07-2005,JOBLOS_Rate,1.809415900,Florida,24900,84700,8649200,8314200,226100,335000,109600,156500
01-10-2005,ALLMARGAT_Rate,0.919104991,Florida,25300,80100,8715000,8401000,215900,314100,98600,142800
01-10-2005,EMPLOY_Rate,96.397016638,Florida,25300,80100,8715000,8401000,215900,314100,98600,142800
01-10-2005,INVOLPTEMP_Rate,2.477337923,Florida,25300,80100,8715000,8401000,215900,314100,98600,142800
01-10-2005,UNEMP15_Rate,1.131382674,Florida,25300,80100,8715000,8401000,215900,314100,98600,142800
01-10-2005,UNEMPLOY_Rate,3.604130809,Florida,25300,80100,8715000,8401000,215900,314100,98600,142800
01-10-2005,JOBLOS_Rate,1.638554217,Florida,25300,80100,8715000,8401000,215900,314100,98600,142800
01-01-2006,ALLMARGAT_Rate,0.890025575,Florida,24000,78300,8797500,8503100,201200,294400,93400,128500
01-01-2006,EMPLOY_Rate,96.653594771,Florida,24000,78300,8797500,8503100,201200,294400,93400,128500
01-01-2006,INVOLPTEMP_Rate,2.287013356,Florida,24000,78300,8797500,8503100,201200,294400,93400,128500
01-01-2006,UNEMP15_Rate,1.061665246,Florida,24000,78300,8797500,8503100,201200,294400,93400,128500
01-01-2006,UNEMPLOY_Rate,3.346405229,Florida,24000,78300,8797500,8503100,201200,294400,93400,128500
01-01-2006,JOBLOS_Rate,1.460642228,Florida,24000,78300,8797500,8503100,201200,294400,93400,128500
01-04-2006,ALLMARGAT_Rate,0.887597292,Florida,23600,78800,8877900,8596500,191200,281400,84200,123300
01-04-2006,EMPLOY_Rate,96.830331497,Florida,23600,78800,8877900,8596500,191200,281400,84200,123300
01-04-2006,INVOLPTEMP_Rate,2.153662465,Florida,23600,78800,8877900,8596500,191200,281400,84200,123300
01-04-2006,UNEMP15_Rate,0.948422487,Florida,23600,78800,8877900,8596500,191200,281400,84200,123300
01-04-2006,UNEMPLOY_Rate,3.169668503,Florida,23600,78800,8877900,8596500,191200,281400,84200,123300
01-04-2006,JOBLOS_Rate,1.388841956,Florida,23600,78800,8877900,8596500,191200,281400,84200,123300
01-07-2006,ALLMARGAT_Rate,0.838216418,Florida,19800,75100,8959500,8669800,185900,289700,81900,126300
01-07-2006,EMPLOY_Rate,96.766560634,Florida,19800,75100,8959500,8669800,185900,289700,81900,126300
01-07-2006,INVOLPTEMP_Rate,2.074892572,Florida,19800,75100,8959500,8669800,185900,289700,81900,126300
01-07-2006,UNEMP15_Rate,0.914113511,Florida,19800,75100,8959500,8669800,185900,289700,81900,126300
01-07-2006,UNEMPLOY_Rate,3.233439366,Florida,19800,75100,8959500,8669800,185900,289700,81900,126300
01-07-2006,JOBLOS_Rate,1.409676879,Florida,19800,75100,8959500,8669800,185900,289700,81900,126300
01-10-2006,ALLMARGAT_Rate,0.817336367,Florida,15800,74000,9053800,8762400,196100,291400,78400,130100
01-10-2006,EMPLOY_Rate,96.781461928,Florida,15800,74000,9053800,8762400,196100,291400,78400,130100
01-10-2006,INVOLPTEMP_Rate,2.165941373,Florida,15800,74000,9053800,8762400,196100,291400,78400,130100
01-10-2006,UNEMP15_Rate,0.865934746,Florida,15800,74000,9053800,8762400,196100,291400,78400,130100
01-10-2006,UNEMPLOY_Rate,3.218538072,Florida,15800,74000,9053800,8762400,196100,291400,78400,130100
01-10-2006,JOBLOS_Rate,1.436965694,Florida,15800,74000,9053800,8762400,196100,291400,78400,130100
01-01-2007,ALLMARGAT_Rate,0.810902747,Florida,17000,73900,9113300,8812900,231400,300400,79100,137900
01-01-2007,EMPLOY_Rate,96.703718741,Florida,17000,73900,9113300,8812900,231400,300400,79100,137900
01-01-2007,INVOLPTEMP_Rate,2.539146083,Florida,17000,73900,9113300,8812900,231400,300400,79100,137900
01-01-2007,UNEMP15_Rate,0.867962209,Florida,17000,73900,9113300,8812900,231400,300400,79100,137900
01-01-2007,UNEMPLOY_Rate,3.296281259,Florida,17000,73900,9113300,8812900,231400,300400,79100,137900
01-01-2007,JOBLOS_Rate,1.513173055,Florida,17000,73900,9113300,8812900,231400,300400,79100,137900
01-04-2007,ALLMARGAT_Rate,0.810070199,Florida,16900,74200,9159700,8846800,250100,313000,84300,143600
01-04-2007,EMPLOY_Rate,96.583949256,Florida,16900,74200,9159700,8846800,250100,313000,84300,143600
01-04-2007,INVOLPTEMP_Rate,2.730438770,Florida,16900,74200,9159700,8846800,250100,313000,84300,143600
01-04-2007,UNEMP15_Rate,0.920335819,Florida,16900,74200,9159700,8846800,250100,313000,84300,143600
01-04-2007,UNEMPLOY_Rate,3.417142483,Florida,16900,74200,9159700,8846800,250100,313000,84300,143600
01-04-2007,JOBLOS_Rate,1.567736935,Florida,16900,74200,9159700,8846800,250100,313000,84300,143600
01-07-2007,ALLMARGAT_Rate,0.862153105,Florida,19100,79500,9221100,8880100,270800,341100,95000,164500
01-07-2007,EMPLOY_Rate,96.301959636,Florida,19100,79500,9221100,8880100,270800,341100,95000,164500
01-07-2007,INVOLPTEMP_Rate,2.936742905,Florida,19100,79500,9221100,8880100,270800,341100,95000,164500
01-07-2007,UNEMP15_Rate,1.030245849,Florida,19100,79500,9221100,8880100,270800,341100,95000,164500
01-07-2007,UNEMPLOY_Rate,3.699124833,Florida,19100,79500,9221100,8880100,270800,341100,95000,164500
01-07-2007,JOBLOS_Rate,1.783952023,Florida,19100,79500,9221100,8880100,270800,341100,95000,164500
01-10-2007,ALLMARGAT_Rate,0.918225918,Florida,22500,84800,9235200,8861000,289500,374200,114300,183600
01-10-2007,EMPLOY_Rate,95.948111573,Florida,22500,84800,9235200,8861000,289500,374200,114300,183600
01-10-2007,INVOLPTEMP_Rate,3.134745322,Florida,22500,84800,9235200,8861000,289500,374200,114300,183600
01-10-2007,UNEMP15_Rate,1.237655925,Florida,22500,84800,9235200,8861000,289500,374200,114300,183600
01-10-2007,UNEMPLOY_Rate,4.051888427,Florida,22500,84800,9235200,8861000,289500,374200,114300,183600
01-10-2007,JOBLOS_Rate,1.988045738,Florida,22500,84800,9235200,8861000,289500,374200,114300,183600
01-01-2008,ALLMARGAT_Rate,0.972811175,Florida,25100,89700,9220700,8823400,300800,397300,120800,201700
01-01-2008,EMPLOY_Rate,95.691216502,Florida,25100,89700,9220700,8823400,300800,397300,120800,201700
01-01-2008,INVOLPTEMP_Rate,3.262225211,Florida,25100,89700,9220700,8823400,300800,397300,120800,201700
01-01-2008,UNEMP15_Rate,1.310095763,Florida,25100,89700,9220700,8823400,300800,397300,120800,201700
01-01-2008,UNEMPLOY_Rate,4.308783498,Florida,25100,89700,9220700,8823400,300800,397300,120800,201700
01-01-2008,JOBLOS_Rate,2.187469498,Florida,25100,89700,9220700,8823400,300800,397300,120800,201700
01-04-2008,ALLMARGAT_Rate,0.963324174,Florida,26500,88700,9207700,8767100,333200,440600,142700,230900
01-04-2008,EMPLOY_Rate,95.214874507,Florida,26500,88700,9207700,8767100,333200,440600,142700,230900
01-04-2008,INVOLPTEMP_Rate,3.618710427,Florida,26500,88700,9207700,8767100,333200,440600,142700,230900
01-04-2008,UNEMP15_Rate,1.549789850,Florida,26500,88700,9207700,8767100,333200,440600,142700,230900
01-04-2008,UNEMPLOY_Rate,4.785125493,Florida,26500,88700,9207700,8767100,333200,440600,142700,230900
01-04-2008,JOBLOS_Rate,2.507683786,Florida,26500,88700,9207700,8767100,333200,440600,142700,230900
01-07-2008,ALLMARGAT_Rate,0.977767179,Florida,29000,90200,9225100,8731100,388400,494000,180000,264300
01-07-2008,EMPLOY_Rate,94.645044498,Florida,29000,90200,9225100,8731100,388400,494000,180000,264300
01-07-2008,INVOLPTEMP_Rate,4.210252463,Florida,29000,90200,9225100,8731100,388400,494000,180000,264300
01-07-2008,UNEMP15_Rate,1.951198361,Florida,29000,90200,9225100,8731100,388400,494000,180000,264300
01-07-2008,UNEMPLOY_Rate,5.354955502,Florida,29000,90200,9225100,8731100,388400,494000,180000,264300
01-07-2008,JOBLOS_Rate,2.865009593,Florida,29000,90200,9225100,8731100,388400,494000,180000,264300
01-10-2008,ALLMARGAT_Rate,1.061393703,Florida,36100,97800,9214300,8654300,453100,560000,220300,315700
01-10-2008,EMPLOY_Rate,93.922490043,Florida,36100,97800,9214300,8654300,453100,560000,220300,315700
01-10-2008,INVOLPTEMP_Rate,4.917356717,Florida,36100,97800,9214300,8654300,453100,560000,220300,315700
01-10-2008,UNEMP15_Rate,2.390849006,Florida,36100,97800,9214300,8654300,453100,560000,220300,315700
01-10-2008,UNEMPLOY_Rate,6.077509957,Florida,36100,97800,9214300,8654300,453100,560000,220300,315700
01-10-2008,JOBLOS_Rate,3.426196238,Florida,36100,97800,9214300,8654300,453100,560000,220300,315700
01-01-2009,ALLMARGAT_Rate,1.101359864,Florida,39700,101400,9206800,8532900,507300,673900,304000,409700
01-01-2009,EMPLOY_Rate,92.680410132,Florida,39700,101400,9206800,8532900,507300,673900,304000,409700
01-01-2009,INVOLPTEMP_Rate,5.510057783,Florida,39700,101400,9206800,8532900,507300,673900,304000,409700
01-01-2009,UNEMP15_Rate,3.301907286,Florida,39700,101400,9206800,8532900,507300,673900,304000,409700
01-01-2009,UNEMPLOY_Rate,7.319589868,Florida,39700,101400,9206800,8532900,507300,673900,304000,409700
01-01-2009,JOBLOS_Rate,4.449971760,Florida,39700,101400,9206800,8532900,507300,673900,304000,409700
01-04-2009,ALLMARGAT_Rate,1.299309504,Florida,51400,119300,9181800,8408500,555300,773300,378600,494700
01-04-2009,EMPLOY_Rate,91.577904115,Florida,51400,119300,9181800,8408500,555300,773300,378600,494700
01-04-2009,INVOLPTEMP_Rate,6.047833758,Florida,51400,119300,9181800,8408500,555300,773300,378600,494700
01-04-2009,UNEMP15_Rate,4.123374502,Florida,51400,119300,9181800,8408500,555300,773300,378600,494700
01-04-2009,UNEMPLOY_Rate,8.422095885,Florida,51400,119300,9181800,8408500,555300,773300,378600,494700
01-04-2009,JOBLOS_Rate,5.387832451,Florida,51400,119300,9181800,8408500,555300,773300,378600,494700
01-07-2009,ALLMARGAT_Rate,1.545118108,Florida,64100,140700,9106100,8253000,599600,853100,444800,567900
01-07-2009,EMPLOY_Rate,90.631554672,Florida,64100,140700,9106100,8253000,599600,853100,444800,567900
01-07-2009,INVOLPTEMP_Rate,6.584597138,Florida,64100,140700,9106100,8253000,599600,853100,444800,567900
01-07-2009,UNEMP15_Rate,4.884637770,Florida,64100,140700,9106100,8253000,599600,853100,444800,567900
01-07-2009,UNEMPLOY_Rate,9.368445328,Florida,64100,140700,9106100,8253000,599600,853100,444800,567900
01-07-2009,JOBLOS_Rate,6.236478844,Florida,64100,140700,9106100,8253000,599600,853100,444800,567900
01-10-2009,ALLMARGAT_Rate,1.754308586,Florida,72900,159100,9069100,8130000,604400,939100,540100,627100
01-10-2009,EMPLOY_Rate,89.645058495,Florida,72900,159100,9069100,8130000,604400,939100,540100,627100
01-10-2009,INVOLPTEMP_Rate,6.664387866,Florida,72900,159100,9069100,8130000,604400,939100,540100,627100
01-10-2009,UNEMP15_Rate,5.955386973,Florida,72900,159100,9069100,8130000,604400,939100,540100,627100
01-10-2009,UNEMPLOY_Rate,10.354941505,Florida,72900,159100,9069100,8130000,604400,939100,540100,627100
01-10-2009,JOBLOS_Rate,6.914688337,Florida,72900,159100,9069100,8130000,604400,939100,540100,627100
01-01-2010,ALLMARGAT_Rate,1.911889702,Florida,81500,173200,9059100,8074900,611400,984200,598500,632500
01-01-2010,EMPLOY_Rate,89.135786116,Florida,81500,173200,9059100,8074900,611400,984200,598500,632500
01-01-2010,INVOLPTEMP_Rate,6.749014803,Florida,81500,173200,9059100,8074900,611400,984200,598500,632500
01-01-2010,UNEMP15_Rate,6.606616551,Florida,81500,173200,9059100,8074900,611400,984200,598500,632500
01-01-2010,UNEMPLOY_Rate,10.864213884,Florida,81500,173200,9059100,8074900,611400,984200,598500,632500
01-01-2010,JOBLOS_Rate,6.981929772,Florida,81500,173200,9059100,8074900,611400,984200,598500,632500
01-04-2010,ALLMARGAT_Rate,1.982089420,Florida,89000,179500,9056100,8067600,604600,988500,631100,624900
01-04-2010,EMPLOY_Rate,89.084705337,Florida,89000,179500,9056100,8067600,604600,988500,631100,624900
01-04-2010,INVOLPTEMP_Rate,6.676163028,Florida,89000,179500,9056100,8067600,604600,988500,631100,624900
01-04-2010,UNEMP15_Rate,6.968783472,Florida,89000,179500,9056100,8067600,604600,988500,631100,624900
01-04-2010,UNEMPLOY_Rate,10.915294663,Florida,89000,179500,9056100,8067600,604600,988500,631100,624900
01-04-2010,JOBLOS_Rate,6.900321330,Florida,89000,179500,9056100,8067600,604600,988500,631100,624900
01-07-2010,ALLMARGAT_Rate,2.034470211,Florida,94600,184500,9068700,8056700,582200,1012100,665200,629200
01-07-2010,EMPLOY_Rate,88.840737923,Florida,94600,184500,9068700,8056700,582200,1012100,665200,629200
01-07-2010,INVOLPTEMP_Rate,6.419883776,Florida,94600,184500,9068700,8056700,582200,1012100,665200,629200
01-07-2010,UNEMP15_Rate,7.335119697,Florida,94600,184500,9068700,8056700,582200,1012100,665200,629200
01-07-2010,UNEMPLOY_Rate,11.160364771,Florida,94600,184500,9068700,8056700,582200,1012100,665200,629200
01-07-2010,JOBLOS_Rate,6.938149900,Florida,94600,184500,9068700,8056700,582200,1012100,665200,629200
01-10-2010,ALLMARGAT_Rate,2.092774525,Florida,106600,189800,9069300,8065000,595400,1004300,661800,620500
01-10-2010,EMPLOY_Rate,88.926378001,Florida,106600,189800,9069300,8065000,595400,1004300,661800,620500
01-10-2010,INVOLPTEMP_Rate,6.565005017,Florida,106600,189800,9069300,8065000,595400,1004300,661800,620500
01-10-2010,UNEMP15_Rate,7.297145314,Florida,106600,189800,9069300,8065000,595400,1004300,661800,620500
01-10-2010,UNEMPLOY_Rate,11.073621999,Florida,106600,189800,9069300,8065000,595400,1004300,661800,620500
01-10-2010,JOBLOS_Rate,6.841762870,Florida,106600,189800,9069300,8065000,595400,1004300,661800,620500
01-01-2011,ALLMARGAT_Rate,2.128526888,Florida,107100,193200,9076700,8109900,580900,966900,631400,608300
01-01-2011,EMPLOY_Rate,89.348551786,Florida,107100,193200,9076700,8109900,580900,966900,631400,608300
01-01-2011,INVOLPTEMP_Rate,6.399903048,Florida,107100,193200,9076700,8109900,580900,966900,631400,608300
01-01-2011,UNEMP15_Rate,6.956272654,Florida,107100,193200,9076700,8109900,580900,966900,631400,608300
01-01-2011,UNEMPLOY_Rate,10.652549936,Florida,107100,193200,9076700,8109900,580900,966900,631400,608300
01-01-2011,JOBLOS_Rate,6.701774874,Florida,107100,193200,9076700,8109900,580900,966900,631400,608300
01-04-2011,ALLMARGAT_Rate,2.048923270,Florida,98000,186200,9087700,8121500,555200,966200,635500,609700
01-04-2011,EMPLOY_Rate,89.368046921,Florida,98000,186200,9087700,8121500,555200,966200,635500,609700
01-04-2011,INVOLPTEMP_Rate,6.109356603,Florida,98000,186200,9087700,8121500,555200,966200,635500,609700
01-04-2011,UNEMP15_Rate,6.992968518,Florida,98000,186200,9087700,8121500,555200,966200,635500,609700
01-04-2011,UNEMPLOY_Rate,10.631953079,Florida,98000,186200,9087700,8121500,555200,966200,635500,609700
01-04-2011,JOBLOS_Rate,6.709068301,Florida,98000,186200,9087700,8121500,555200,966200,635500,609700
01-07-2011,ALLMARGAT_Rate,1.994952000,Florida,97800,181000,9072900,8140900,570300,932000,624800,585200
01-07-2011,EMPLOY_Rate,89.727650476,Florida,97800,181000,9072900,8140900,570300,932000,624800,585200
01-07-2011,INVOLPTEMP_Rate,6.285752075,Florida,97800,181000,9072900,8140900,570300,932000,624800,585200
01-07-2011,UNEMP15_Rate,6.886442042,Florida,97800,181000,9072900,8140900,570300,932000,624800,585200
01-07-2011,UNEMPLOY_Rate,10.272349524,Florida,97800,181000,9072900,8140900,570300,932000,624800,585200
01-07-2011,JOBLOS_Rate,6.449977405,Florida,97800,181000,9072900,8140900,570300,932000,624800,585200
01-10-2011,ALLMARGAT_Rate,1.851097782,Florida,88100,168200,9086500,8179800,556400,906700,608000,563000
01-10-2011,EMPLOY_Rate,90.021460408,Florida,88100,168200,9086500,8179800,556400,906700,608000,563000
01-10-2011,INVOLPTEMP_Rate,6.123369834,Florida,88100,168200,9086500,8179800,556400,906700,608000,563000
01-10-2011,UNEMP15_Rate,6.691245254,Florida,88100,168200,9086500,8179800,556400,906700,608000,563000
01-10-2011,UNEMPLOY_Rate,9.978539592,Florida,88100,168200,9086500,8179800,556400,906700,608000,563000
01-10-2011,JOBLOS_Rate,6.196005062,Florida,88100,168200,9086500,8179800,556400,906700,608000,563000
01-01-2012,ALLMARGAT_Rate,1.825404642,Florida,91800,166800,9137700,8263600,564400,874100,598000,529600
01-01-2012,EMPLOY_Rate,90.434135505,Florida,91800,166800,9137700,8263600,564400,874100,598000,529600
01-01-2012,INVOLPTEMP_Rate,6.176608994,Florida,91800,166800,9137700,8263600,564400,874100,598000,529600
01-01-2012,UNEMP15_Rate,6.544316403,Florida,91800,166800,9137700,8263600,564400,874100,598000,529600
01-01-2012,UNEMPLOY_Rate,9.565864495,Florida,91800,166800,9137700,8263600,564400,874100,598000,529600
01-01-2012,JOBLOS_Rate,5.795769176,Florida,91800,166800,9137700,8263600,564400,874100,598000,529600
01-04-2012,ALLMARGAT_Rate,1.826459212,Florida,94100,168100,9203600,8360400,584200,843200,568700,497400
01-04-2012,EMPLOY_Rate,90.838367595,Florida,94100,168100,9203600,8360400,584200,843200,568700,497400
01-04-2012,INVOLPTEMP_Rate,6.347516189,Florida,94100,168100,9203600,8360400,584200,843200,568700,497400
01-04-2012,UNEMP15_Rate,6.179103829,Florida,94100,168100,9203600,8360400,584200,843200,568700,497400
01-04-2012,UNEMPLOY_Rate,9.161632405,Florida,94100,168100,9203600,8360400,584200,843200,568700,497400
01-04-2012,JOBLOS_Rate,5.404406971,Florida,94100,168100,9203600,8360400,584200,843200,568700,497400
01-07-2012,ALLMARGAT_Rate,1.854482833,Florida,88400,172300,9291000,8463500,556100,827500,540500,486900
01-07-2012,EMPLOY_Rate,91.093531374,Florida,88400,172300,9291000,8463500,556100,827500,540500,486900
01-07-2012,INVOLPTEMP_Rate,5.985362178,Florida,88400,172300,9291000,8463500,556100,827500,540500,486900
01-07-2012,UNEMP15_Rate,5.817457755,Florida,88400,172300,9291000,8463500,556100,827500,540500,486900
01-07-2012,UNEMPLOY_Rate,8.906468626,Florida,88400,172300,9291000,8463500,556100,827500,540500,486900
01-07-2012,JOBLOS_Rate,5.240555376,Florida,88400,172300,9291000,8463500,556100,827500,540500,486900
01-10-2012,ALLMARGAT_Rate,1.929982047,Florida,92800,180600,9357600,8571600,556800,785900,508700,457200
01-10-2012,EMPLOY_Rate,91.600410362,Florida,92800,180600,9357600,8571600,556800,785900,508700,457200
01-10-2012,INVOLPTEMP_Rate,5.950243652,Florida,92800,180600,9357600,8571600,556800,785900,508700,457200
01-10-2012,UNEMP15_Rate,5.436222963,Florida,92800,180600,9357600,8571600,556800,785900,508700,457200
01-10-2012,UNEMPLOY_Rate,8.398520988,Florida,92800,180600,9357600,8571600,556800,785900,508700,457200
01-10-2012,JOBLOS_Rate,4.885868171,Florida,92800,180600,9357600,8571600,556800,785900,508700,457200
01-01-2013,ALLMARGAT_Rate,1.848420963,Florida,88300,173600,9391800,8624900,539200,766900,480000,445000
01-01-2013,EMPLOY_Rate,91.834366149,Florida,88300,173600,9391800,8624900,539200,766900,480000,445000
01-01-2013,INVOLPTEMP_Rate,5.741178475,Florida,88300,173600,9391800,8624900,539200,766900,480000,445000
01-01-2013,UNEMP15_Rate,5.110841372,Florida,88300,173600,9391800,8624900,539200,766900,480000,445000
01-01-2013,UNEMPLOY_Rate,8.165633851,Florida,88300,173600,9391800,8624900,539200,766900,480000,445000
01-01-2013,JOBLOS_Rate,4.738175856,Florida,88300,173600,9391800,8624900,539200,766900,480000,445000
01-04-2013,ALLMARGAT_Rate,1.844321041,Florida,86000,173700,9418100,8681000,535800,737100,449900,426000
01-04-2013,EMPLOY_Rate,92.173580659,Florida,86000,173700,9418100,8681000,535800,737100,449900,426000
01-04-2013,INVOLPTEMP_Rate,5.689045561,Florida,86000,173700,9418100,8681000,535800,737100,449900,426000
01-04-2013,UNEMP15_Rate,4.776972001,Florida,86000,173700,9418100,8681000,535800,737100,449900,426000
01-04-2013,UNEMPLOY_Rate,7.826419341,Florida,86000,173700,9418100,8681000,535800,737100,449900,426000
01-04-2013,JOBLOS_Rate,4.523205317,Florida,86000,173700,9418100,8681000,535800,737100,449900,426000
01-07-2013,ALLMARGAT_Rate,1.805938494,Florida,92300,170300,9430000,8733300,532000,696700,427200,395800
01-07-2013,EMPLOY_Rate,92.611876988,Florida,92300,170300,9430000,8733300,532000,696700,427200,395800
01-07-2013,INVOLPTEMP_Rate,5.641569459,Florida,92300,170300,9430000,8733300,532000,696700,427200,395800
01-07-2013,UNEMP15_Rate,4.530222694,Florida,92300,170300,9430000,8733300,532000,696700,427200,395800
01-07-2013,UNEMPLOY_Rate,7.388123012,Florida,92300,170300,9430000,8733300,532000,696700,427200,395800
01-07-2013,JOBLOS_Rate,4.197242842,Florida,92300,170300,9430000,8733300,532000,696700,427200,395800
01-10-2013,ALLMARGAT_Rate,1.636407957,Florida,79400,154400,9435300,8764400,541600,670900,404400,384000
01-10-2013,EMPLOY_Rate,92.889468273,Florida,79400,154400,9435300,8764400,541600,670900,404400,384000
01-10-2013,INVOLPTEMP_Rate,5.740146047,Florida,79400,154400,9435300,8764400,541600,670900,404400,384000
01-10-2013,UNEMP15_Rate,4.286032241,Florida,79400,154400,9435300,8764400,541600,670900,404400,384000
01-10-2013,UNEMPLOY_Rate,7.110531727,Florida,79400,154400,9435300,8764400,541600,670900,404400,384000
01-10-2013,JOBLOS_Rate,4.069822899,Florida,79400,154400,9435300,8764400,541600,670900,404400,384000
01-01-2014,ALLMARGAT_Rate,1.630199821,Florida,75700,154600,9483500,8818200,558900,665400,412400,376500
01-01-2014,EMPLOY_Rate,92.984657563,Florida,75700,154600,9483500,8818200,558900,665400,412400,376500
01-01-2014,INVOLPTEMP_Rate,5.893393789,Florida,75700,154600,9483500,8818200,558900,665400,412400,376500
01-01-2014,UNEMP15_Rate,4.348605473,Florida,75700,154600,9483500,8818200,558900,665400,412400,376500
01-01-2014,UNEMPLOY_Rate,7.016396900,Florida,75700,154600,9483500,8818200,558900,665400,412400,376500
01-01-2014,JOBLOS_Rate,3.970053250,Florida,75700,154600,9483500,8818200,558900,665400,412400,376500
01-04-2014,ALLMARGAT_Rate,1.554044825,Florida,71700,147900,9517100,8873300,549700,643800,393800,354400
01-04-2014,EMPLOY_Rate,93.235334293,Florida,71700,147900,9517100,8873300,549700,643800,393800,354400
01-04-2014,INVOLPTEMP_Rate,5.775919135,Florida,71700,147900,9517100,8873300,549700,643800,393800,354400
01-04-2014,UNEMP15_Rate,4.137815091,Florida,71700,147900,9517100,8873300,549700,643800,393800,354400
01-04-2014,UNEMPLOY_Rate,6.764665707,Florida,71700,147900,9517100,8873300,549700,643800,393800,354400
01-04-2014,JOBLOS_Rate,3.723823434,Florida,71700,147900,9517100,8873300,549700,643800,393800,354400
01-07-2014,ALLMARGAT_Rate,1.418195479,Florida,62300,135900,9582600,8964100,550900,618500,361800,331600
01-07-2014,EMPLOY_Rate,93.545593054,Florida,62300,135900,9582600,8964100,550900,618500,361800,331600
01-07-2014,INVOLPTEMP_Rate,5.748961660,Florida,62300,135900,9582600,8964100,550900,618500,361800,331600
01-07-2014,UNEMP15_Rate,3.775593263,Florida,62300,135900,9582600,8964100,550900,618500,361800,331600
01-07-2014,UNEMPLOY_Rate,6.454406946,Florida,62300,135900,9582600,8964100,550900,618500,361800,331600
01-07-2014,JOBLOS_Rate,3.460438712,Florida,62300,135900,9582600,8964100,550900,618500,361800,331600
01-10-2014,ALLMARGAT_Rate,1.366915449,Florida,60100,131500,9620200,9017500,515700,602800,339800,308000
01-10-2014,EMPLOY_Rate,93.735057483,Florida,60100,131500,9620200,9017500,515700,602800,339800,308000
01-10-2014,INVOLPTEMP_Rate,5.360595414,Florida,60100,131500,9620200,9017500,515700,602800,339800,308000
